,page,product,link
0,1,"Last sold on
      28/05/20251 Pitt Street, North Dunedin1012m2$225,000(last sale price)",https://www.realestate.co.nz/property/1-pitt-street-north-dunedin-dunedin-city-otago/sgrm35fy
1,1,"Last sold on
      27/05/202558 Parklands Avenue, Mosgiel3$695,000(last sale price)",https://www.realestate.co.nz/property/58-parklands-avenue-mosgiel-dunedin-city-otago/8vryf7ms
2,1,"Last sold on
      23/05/2025267 Macandrew Road, Forbury31491m2$470,000(last sale price)",https://www.realestate.co.nz/property/267-macandrew-road-forbury-dunedin-city-otago/y73lpc3r
3,1,"Last sold on
      16/05/202521 Seaview Terrace, Kew31579m2$488,000(last sale price)",https://www.realestate.co.nz/property/21-seaview-terrace-kew-dunedin-city-otago/2zwsplyr
4,1,"Last sold on
      16/05/202530 Mcfadden Drive, Mosgiel31670m2$715,000(last sale price)",https://www.realestate.co.nz/property/30-mcfadden-drive-mosgiel-dunedin-city-otago/vw93bzks
5,1,"Last sold on
      16/05/202520 Holm Avenue, Broad Bay321362m2$1,200,000(last sale price)",https://www.realestate.co.nz/property/20-holm-avenue-broad-bay-dunedin-city-otago/p78twf7r
6,1,"Last sold on
      16/05/202516 Balmain Street, Halfway Bush33664m2$640,000(last sale price)",https://www.realestate.co.nz/property/16-balmain-street-halfway-bush-dunedin-city-otago/b9ftc4hr
7,1,"Last sold on
      15/05/202542 Hope Street, Dunedin Central3175m2$595,000(last sale price)",https://www.realestate.co.nz/property/42-hope-street-dunedin-central-dunedin-city-otago/7l5xw1nr
8,1,"Last sold on
      13/05/202522 Kura Place, Mosgiel32620m2$935,000(last sale price)",https://www.realestate.co.nz/property/22-kura-place-mosgiel-dunedin-city-otago/k2k2k2js
9,1,"Last sold on
      09/05/202520 Jensen Street, Green Island31675m2$509,000(last sale price)",https://www.realestate.co.nz/property/20-jensen-street-green-island-dunedin-city-otago/x18l1kbs
10,1,"Last sold on
      09/05/202516 Cosy Dell Road, North Dunedin63208m2$958,000(last sale price)",https://www.realestate.co.nz/property/16-cosy-dell-road-north-dunedin-dunedin-city-otago/c1l2fqrr
11,1,"Last sold on
      09/05/202543 Main Road, Fairfield42731m2$900,000(last sale price)",https://www.realestate.co.nz/property/43-main-road-fairfield-dunedin-city-otago/prqlc1ds
12,1,"Last sold on
      09/05/202557 Helena Street, Forbury21$363,000(last sale price)",https://www.realestate.co.nz/property/57-helena-street-forbury-dunedin-city-otago/ktvpbs1r
13,1,"Last sold on
      09/05/202517 Bolton Street, East Otago4831m2$125,000(last sale price)",https://www.realestate.co.nz/property/17-bolton-street-east-otago-dunedin-city-otago/j8s486bs
14,1,"Last sold on
      09/05/2025114 Argyle Street, Mosgiel41890m2$750,000(last sale price)",https://www.realestate.co.nz/property/114-argyle-street-mosgiel-dunedin-city-otago/bc2gldms
15,1,"Last sold on
      08/05/20259 Camden Grove, Maia32664m2$1,154,000(last sale price)",https://www.realestate.co.nz/property/9-camden-grove-maia-dunedin-city-otago/WLM9zCtXk
16,1,"Recently sold106 Ashmore Street, Halfway Bush31622m2Price is not yet confirmed",https://www.realestate.co.nz/property/106-ashmore-street-halfway-bush-dunedin-city-otago/7l5xw1hr
17,1,"Last sold on
      06/05/202513 Argyle Street, Mornington31387m2$530,000(last sale price)",https://www.realestate.co.nz/property/13-argyle-street-mornington-dunedin-city-otago/7m1fv7lr
18,1,"Last sold on
      06/05/202531 Stanley Street, Kenmure31458m2$555,000(last sale price)",https://www.realestate.co.nz/property/31-stanley-street-kenmure-dunedin-city-otago/p4snqzmr
19,1,"Last sold on
      05/05/2025115 Hagart-alexander Drive, Mosgiel31602m2$620,000(last sale price)",https://www.realestate.co.nz/property/115-hagart-alexander-drive-mosgiel-dunedin-city-otago/5p153vns
20,2,"Last sold on
      02/05/202523 Delphic Street, Sawyers Bay31768m2$615,000(last sale price)",https://www.realestate.co.nz/property/23-delphic-street-sawyers-bay-dunedin-city-otago/5hyg3t5q
21,2,"Last sold on
      01/05/2025235 Gladstone Road North, Mosgiel31809m2$586,250(last sale price)",https://www.realestate.co.nz/property/235-gladstone-road-north-mosgiel-dunedin-city-otago/c2b7ps9v
22,2,"Last sold on
      01/05/202598C Factory Road, Mosgiel11106m2$420,000(last sale price)",https://www.realestate.co.nz/property/98c-factory-road-mosgiel-dunedin-city-otago/n5X8gnlYk
23,2,"Last sold on
      30/04/202513 Maryhill Terrace, Maryhill31455m2$575,000(last sale price)",https://www.realestate.co.nz/property/13-maryhill-terrace-maryhill-dunedin-city-otago/n0kb9fmr
24,2,"Last sold on
      30/04/202542A Ayr Street, Mosgiel31130m2$515,000(last sale price)",https://www.realestate.co.nz/property/42a-ayr-street-mosgiel-dunedin-city-otago/s2nkr7ls
25,2,"Last sold on
      30/04/202598B Victoria Road, Saint Kilda21$380,000(last sale price)",https://www.realestate.co.nz/property/98b-victoria-road-saint-kilda-dunedin-city-otago/cy3w874r
26,2,"Last sold on
      30/04/20259 De Carle Street, Saint Kilda53369m2$745,000(last sale price)",https://www.realestate.co.nz/property/9-de-carle-street-saint-kilda-dunedin-city-otago/2vj3ky4r
27,2,"Last sold on
      29/04/20252 Chapel Street, Kaikorai31567m2$435,000(last sale price)",https://www.realestate.co.nz/property/2-chapel-street-kaikorai-dunedin-city-otago/rwtk3fhr
28,2,"Last sold on
      29/04/2025484 South Road, Calton Hill31417m2$350,000(last sale price)",https://www.realestate.co.nz/property/484-south-road-calton-hill-dunedin-city-otago/jrcdtmxr
29,2,"Last sold on
      29/04/202525 Council Street, Saint Kilda21235m2$315,000(last sale price)",https://www.realestate.co.nz/property/25-council-street-saint-kilda-dunedin-city-otago/6rjhn04r
30,2,"Last sold on
      29/04/2025131 Gladstone Road South, East Taieri433348m2$1,850,000(last sale price)",https://www.realestate.co.nz/property/131-gladstone-road-south-east-taieri-dunedin-city-otago/p21mtlcgc
31,2,"Last sold on
      28/04/202531 Botha Street, Tainui32378m2$485,000(last sale price)",https://www.realestate.co.nz/property/31-botha-street-tainui-dunedin-city-otago/b46l983r
32,2,"Last sold on
      28/04/202534 Mulford Street, Concord42512m2$630,000(last sale price)",https://www.realestate.co.nz/property/34-mulford-street-concord-dunedin-city-otago/7nxysf8r
33,2,"Last sold on
      28/04/202559 Beresford Street, Wakari31853m2$620,000(last sale price)",https://www.realestate.co.nz/property/59-beresford-street-wakari-dunedin-city-otago/k492ggfr
34,2,"Last sold on
      24/04/202546 Aberdeen Road, Saint Clair42716m2$775,000(last sale price)",https://www.realestate.co.nz/property/46-aberdeen-road-saint-clair-dunedin-city-otago/fp4snqyr
35,2,"Last sold on
      24/04/202579 Playfair Street, Caversham41807m2$375,000(last sale price)",https://www.realestate.co.nz/property/79-playfair-street-caversham-dunedin-city-otago/psgrm3yr
36,2,"Last sold on
      24/04/202535 Murray Street, Mosgiel31809m2$515,000(last sale price)",https://www.realestate.co.nz/property/35-murray-street-mosgiel-dunedin-city-otago/0r9msqjs
37,2,"Last sold on
      24/04/202527 Elliot Street, Andersons Bay31673m2$706,000(last sale price)",https://www.realestate.co.nz/property/27-elliot-street-andersons-bay-dunedin-city-otago/d1gqrlvr
38,2,"Last sold on
      24/04/20257/63 Opoho Road, North East Valley62485m2$525,000(last sale price)",https://www.realestate.co.nz/property/7-63-opoho-road-north-east-valley-dunedin-city-otago/nzptb84x
39,2,"Last sold on
      24/04/2025784 Portobello Road, Broad Bay311.38ha$960,000(last sale price)",https://www.realestate.co.nz/property/784-portobello-road-broad-bay-dunedin-city-otago/jd5tdw7r
40,3,"Last sold on
      24/04/20257 Malvern Street, Woodhaugh508m2$589,675(last sale price)",https://www.realestate.co.nz/property/7-malvern-street-woodhaugh-dunedin-city-otago/2sxfcpbr
41,3,"Last sold on
      23/04/202531 Mitchell Street, Abbotsford31501m2$595,000(last sale price)",https://www.realestate.co.nz/property/31-mitchell-street-abbotsford-dunedin-city-otago/dx30my8r
42,3,"Last sold on
      22/04/202521 Turner Street, Halfway Bush31544m2$537,250(last sale price)",https://www.realestate.co.nz/property/21-turner-street-halfway-bush-dunedin-city-otago/8hkd1gcr
43,3,"Last sold on
      22/04/202510 Alison Crescent, Belleknowes421050m2$1,220,000(last sale price)",https://www.realestate.co.nz/property/10-alison-crescent-belleknowes-dunedin-city-otago/y4mfjxgr
44,3,"Last sold on
      22/04/202513 Mcmaster Road, Saddle Hill121.75ha$955,000(last sale price)",https://www.realestate.co.nz/property/13-mcmaster-road-saddle-hill-dunedin-city-otago/9gkjd5gs
45,3,"Last sold on
      22/04/202528A Forfar Street, Mosgiel21$399,000(last sale price)",https://www.realestate.co.nz/property/28a-forfar-street-mosgiel-dunedin-city-otago/pddp84ls
46,3,"Last sold on
      17/04/202517 Trafalgar Street, Saint Kilda31405m2$512,000(last sale price)",https://www.realestate.co.nz/property/17-trafalgar-street-saint-kilda-dunedin-city-otago/2y4mfj5r
47,3,"Last sold on
      17/04/20258 Benhar Street, Maryhill3567m2$500,000(last sale price)",https://www.realestate.co.nz/property/8-benhar-street-maryhill-dunedin-city-otago/4fg5kpmr
48,3,"Last sold on
      17/04/202535 Kinmont Crescent, Mosgiel21$534,000(last sale price)",https://www.realestate.co.nz/property/35-kinmont-crescent-mosgiel-dunedin-city-otago/s1s1s1ks
49,3,"Last sold on
      17/04/20255 Seddon Street, Ravensbourne31931m2$313,000(last sale price)",https://www.realestate.co.nz/property/5-seddon-street-ravensbourne-dunedin-city-otago/5m946g6q
50,3,"Last sold on
      17/04/20257 Wren Lane, Saint Leonards431567m2$877,500(last sale price)",https://www.realestate.co.nz/property/7-wren-lane-saint-leonards-dunedin-city-otago/hcfp4srlk
51,3,"Last sold on
      17/04/202554 Waimea Avenue, Calton Hill21667m2$510,000(last sale price)",https://www.realestate.co.nz/property/54-waimea-avenue-calton-hill-dunedin-city-otago/7bgknrxr
52,3,"Last sold on
      17/04/202559 Argyle Street, Mornington622m2$155,000(last sale price)",https://www.realestate.co.nz/property/59-argyle-street-mornington-dunedin-city-otago/bwh71zst
53,3,"Last sold on
      17/04/20256 Victoria Street, Waikouaiti2502m2$67,000(last sale price)",https://www.realestate.co.nz/property/6-victoria-street-waikouaiti-dunedin-city-otago/sfw34zpz
54,3,"Last sold on
      17/04/2025111 Hillhead Road, Corstorphine21500m2$431,000(last sale price)",https://www.realestate.co.nz/property/111-hillhead-road-corstorphine-dunedin-city-otago/g5kph0pw
55,3,"Last sold on
      16/04/202547 Melbourne Street, South Dunedin31393m2$380,000(last sale price)",https://www.realestate.co.nz/property/47-melbourne-street-south-dunedin-dunedin-city-otago/30myyn2r
56,3,"Last sold on
      16/04/202573 Mckerrow Street, Shiel Hill31554m2$595,000(last sale price)",https://www.realestate.co.nz/property/73-mckerrow-street-shiel-hill-dunedin-city-otago/c1l2fqtr
57,3,"Last sold on
      16/04/20258 Knox Street, North East Valley62316m2$845,000(last sale price)",https://www.realestate.co.nz/property/8-knox-street-north-east-valley-dunedin-city-otago/l8jfxz8q
58,3,"Last sold on
      16/04/202519A Queens Drive, Saint Kilda31301m2$655,000(last sale price)",https://www.realestate.co.nz/property/19a-queens-drive-saint-kilda-dunedin-city-otago/pn31hg4r
59,3,"Last sold on
      15/04/202557 Manchester Street, Bradford31582m2$240,000(last sale price)",https://www.realestate.co.nz/property/57-manchester-street-bradford-dunedin-city-otago/46gylgjr
60,4,"Last sold on
      15/04/202559A Magdala Street, Tainui31344m2$680,000(last sale price)",https://www.realestate.co.nz/property/59a-magdala-street-tainui-dunedin-city-otago/55lfn8wr
61,4,"Last sold on
      15/04/202537 Puketai Street, Andersons Bay21643m2$580,000(last sale price)",https://www.realestate.co.nz/property/37-puketai-street-andersons-bay-dunedin-city-otago/snqzf3vr
62,4,"Last sold on
      15/04/2025228 Harington Point Road, Portobello1150m2$225,000(last sale price)",https://www.realestate.co.nz/property/228-harington-point-road-portobello-dunedin-city-otago/s1s1s16r
63,4,"Last sold on
      15/04/202546 Tainui Road, Tainui31419m2$511,000(last sale price)",https://www.realestate.co.nz/property/46-tainui-road-tainui-dunedin-city-otago/h71z04wr
64,4,"Last sold on
      14/04/2025114 Scurr Road, Scroggs Hill22ha$1,200,000(last sale price)",https://www.realestate.co.nz/property/114-scurr-road-scroggs-hill-dunedin-city-otago/3p9wh3gs
65,4,"Last sold on
      14/04/202528 Hart Street, Belleknowes1012m2$845,000(last sale price)",https://www.realestate.co.nz/property/28-hart-street-belleknowes-dunedin-city-otago/b1qf4tgr
66,4,"Last sold on
      14/04/20251 Gilmore Street, Kaikorai31474m2$535,000(last sale price)",https://www.realestate.co.nz/property/1-gilmore-street-kaikorai-dunedin-city-otago/71z04cqrz
67,4,"Last sold on
      14/04/202523 Thornly Park Avenue, Mosgiel42951m2$1,285,000(last sale price)",https://www.realestate.co.nz/property/23-thornly-park-avenue-mosgiel-dunedin-city-otago/7t0s542fk
68,4,"Last sold on
      14/04/20252 Carnarvon Street, Belleknowes42582m2$849,000(last sale price)",https://www.realestate.co.nz/property/2-carnarvon-street-belleknowes-dunedin-city-otago/5g2y4mkr
69,4,"Last sold on
      14/04/202574 Woodside Road, Outram316.48ha$1,025,000(last sale price)",https://www.realestate.co.nz/property/74-woodside-road-outram-dunedin-city-otago/21mtlzhs
70,4,"Last sold on
      11/04/2025202 North Road, North East Valley41206m2$410,000(last sale price)",https://www.realestate.co.nz/property/202-north-road-north-east-valley-dunedin-city-otago/vkz2wd9q
71,4,"Last sold on
      11/04/202516 Taieri Mouth Road, Brighton531.89ha$1,050,000(last sale price)",https://www.realestate.co.nz/property/16-taieri-mouth-road-brighton-dunedin-city-otago/frrgwzgs
72,4,"Last sold on
      11/04/202520 Skerries Street, Outram211012m2$685,000(last sale price)",https://www.realestate.co.nz/property/20-skerries-street-outram-dunedin-city-otago/z8vryfhs
73,4,"Last sold on
      11/04/202572 Heathfield Drive, Mosgiel833m2$430,000(last sale price)",https://www.realestate.co.nz/property/72-heathfield-drive-mosgiel-dunedin-city-otago/9ZgRvKXXk
74,4,"Last sold on
      11/04/202551 Tay Street, Mosgiel31768m2$590,000(last sale price)",https://www.realestate.co.nz/property/51-tay-street-mosgiel-dunedin-city-otago/90vstyjs
75,4,"Last sold on
      11/04/2025380 Taieri Road, Halfway Bush31854m2$544,000(last sale price)",https://www.realestate.co.nz/property/380-taieri-road-halfway-bush-dunedin-city-otago/34zm29br
76,4,"Last sold on
      11/04/202551 Silver Springs Boulevard, Mosgiel21560m2$765,000(last sale price)",https://www.realestate.co.nz/property/51-silver-springs-boulevard-mosgiel-dunedin-city-otago/grm35v81d
77,4,"Last sold on
      10/04/2025110 Rolla Street, Normanby1512m2$350,000(last sale price)",https://www.realestate.co.nz/property/110-rolla-street-normanby-dunedin-city-otago/swp6db8q
78,4,"Last sold on
      10/04/202510 Walton Park Avenue, Fairfield31830m2$715,000(last sale price)",https://www.realestate.co.nz/property/10-walton-park-avenue-fairfield-dunedin-city-otago/gjs7wrds
79,4,"Last sold on
      10/04/202596 Easther Crescent, Kew31516m2$545,000(last sale price)",https://www.realestate.co.nz/property/96-easther-crescent-kew-dunedin-city-otago/9fp0fzyr
80,5,"Last sold on
      10/04/202516F Mure Street, Mosgiel21$448,000(last sale price)",https://www.realestate.co.nz/property/16f-mure-street-mosgiel-dunedin-city-otago/rt2j61ls
81,5,"Last sold on
      10/04/2025126 Musselburgh Rise, Musselburgh32516m2$701,000(last sale price)",https://www.realestate.co.nz/property/126-musselburgh-rise-musselburgh-dunedin-city-otago/wgck1twr
82,5,"Last sold on
      10/04/202537 Glen Road, Mornington31460m2$410,000(last sale price)",https://www.realestate.co.nz/property/37-glen-road-mornington-dunedin-city-otago/1z04cqlr
83,5,"Last sold on
      09/04/2025438 Riccarton Road West, North Taieri22.01ha$1,200,000(last sale price)",https://www.realestate.co.nz/property/438-riccarton-road-west-north-taieri-dunedin-city-otago/01wjz6s3c
84,5,"Last sold on
      09/04/202589 Belford Street, Waverley311065m2$710,000(last sale price)",https://www.realestate.co.nz/property/89-belford-street-waverley-dunedin-city-otago/kgn4x0sr
85,5,"Last sold on
      09/04/20259 Connell Street, Waverley32639m2$910,000(last sale price)",https://www.realestate.co.nz/property/9-connell-street-waverley-dunedin-city-otago/1y8z3mtr
86,5,"Last sold on
      08/04/202534 Chapman Street, Wakari3474m2$520,000(last sale price)",https://www.realestate.co.nz/property/34-chapman-street-wakari-dunedin-city-otago/nsl396fr
87,5,"Last sold on
      08/04/202553 Cranley Street, Saint Kilda31466m2$535,000(last sale price)",https://www.realestate.co.nz/property/53-cranley-street-saint-kilda-dunedin-city-otago/splhd93r
88,5,"Last sold on
      08/04/20252D Bruce Street, Mosgiel21200m2$660,000(last sale price)",https://www.realestate.co.nz/property/2d-bruce-street-mosgiel-dunedin-city-otago/4jybr481d
89,5,"Last sold on
      08/04/202595 Severn Street, Green Island32690m2$970,000(last sale price)",https://www.realestate.co.nz/property/95-severn-street-green-island-dunedin-city-otago/frrgwz81d
90,5,"Last sold on
      08/04/2025255 Riccarton Road West, Mosgiel4314.57ha$1,405,000(last sale price)",https://www.realestate.co.nz/property/255-riccarton-road-west-mosgiel-dunedin-city-otago/hf5p15s3c
91,5,"Last sold on
      08/04/20257 Wilkinson Street, Liberton31619m2$580,000(last sale price)",https://www.realestate.co.nz/property/7-wilkinson-street-liberton-dunedin-city-otago/k9dyv59q
92,5,"Last sold on
      08/04/20254 Okahau Terrace, Warrington431008m2$1,200,000(last sale price)",https://www.realestate.co.nz/property/4-okahau-terrace-warrington-dunedin-city-otago/lgd6rb9Zk
93,5,"Last sold on
      08/04/20256 Grandview Crescent, Opoho31728m2$850,000(last sale price)",https://www.realestate.co.nz/property/6-grandview-crescent-opoho-dunedin-city-otago/k6xrpq8q
94,5,"Last sold on
      08/04/202516B Cosy Dell Road, North Dunedin73564m2$1,060,000(last sale price)",https://www.realestate.co.nz/property/16b-cosy-dell-road-north-dunedin-dunedin-city-otago/wq2x833fk
95,5,"Last sold on
      07/04/202569 Hood Street, Wakari311012m2$690,000(last sale price)",https://www.realestate.co.nz/property/69-hood-street-wakari-dunedin-city-otago/tdw7hphr
96,5,"Last sold on
      07/04/202534A Drivers Road, Maori Hill21$609,000(last sale price)",https://www.realestate.co.nz/property/34a-drivers-road-maori-hill-dunedin-city-otago/y77ychdr
97,5,"Last sold on
      07/04/202578 Beresford Street, Wakari31496m2$510,000(last sale price)",https://www.realestate.co.nz/property/78-beresford-street-wakari-dunedin-city-otago/xllwgcfr
98,5,"Last sold on
      07/04/20258 Heriot Row, Dunedin Central72585m2$785,500(last sale price)",https://www.realestate.co.nz/property/8-heriot-row-dunedin-central-dunedin-city-otago/43zrf0qr
99,5,"Last sold on
      07/04/20259 King Edward Street, Kensington31207m2$390,000(last sale price)",https://www.realestate.co.nz/property/9-king-edward-street-kensington-dunedin-city-otago/wp6dby1r
100,6,"Last sold on
      07/04/2025328 Brockville Road, Brockville-31642m2$520,000(last sale price)",https://www.realestate.co.nz/property/328-brockville-road-brockville-dunedin-city-otago/t9c2b7jr
101,6,"Last sold on
      07/04/202512 Highcliff Road, Andersons Bay32549m2$839,000(last sale price)",https://www.realestate.co.nz/property/12-highcliff-road-andersons-bay-dunedin-city-otago/v8c6pxvr
102,6,"Last sold on
      07/04/202547 Main Road, Fairfield31568m2$650,000(last sale price)",https://www.realestate.co.nz/property/47-main-road-fairfield-dunedin-city-otago/m35v40ds
103,6,"Last sold on
      07/04/202511/27 Saint Albans Street, Bradford41$545,000(last sale price)",https://www.realestate.co.nz/property/11-27-saint-albans-street-bradford-dunedin-city-otago/kgn4x0l7c
104,6,"Last sold on
      07/04/2025401 Malvern Street, Glenleith31860m2$530,000(last sale price)",https://www.realestate.co.nz/property/401-malvern-street-glenleith-dunedin-city-otago/6rjhn0br
105,6,"Recently sold15 Soper Road, Mosgiel321099m2Price is not yet confirmed",https://www.realestate.co.nz/property/15-soper-road-mosgiel-dunedin-city-otago/r582ltcs
106,6,"Last sold on
      04/04/202517 Beach Street, Waikouaiti32913m2$570,000(last sale price)",https://www.realestate.co.nz/property/17-beach-street-waikouaiti-dunedin-city-otago/wdmj4f4q
107,6,"Last sold on
      04/04/202541A Kauri Street, Ravensbourne21608m2$430,000(last sale price)",https://www.realestate.co.nz/property/41a-kauri-street-ravensbourne-dunedin-city-otago/j4fg5k6q
108,6,"Last sold on
      04/04/20255 Epsilon Street, Belleknowes53692m2$860,000(last sale price)",https://www.realestate.co.nz/property/5-epsilon-street-belleknowes-dunedin-city-otago/l1k6xrkr
109,6,"Last sold on
      04/04/202514A Burns Street, Port Chalmers31512m2$535,000(last sale price)",https://www.realestate.co.nz/property/14a-burns-street-port-chalmers-dunedin-city-otago/ylgjs74q
110,6,"Last sold on
      04/04/2025160 Kenmure Road, Kenmure21387m2$555,000(last sale price)",https://www.realestate.co.nz/property/160-kenmure-road-kenmure-dunedin-city-otago/44v8c6kr
111,6,"Last sold on
      04/04/202510 Shand Street, Green Island21463m2$479,000(last sale price)",https://www.realestate.co.nz/property/10-shand-street-green-island-dunedin-city-otago/4ktvpbbs
112,6,"Last sold on
      03/04/2025243 Oxford Street, South Dunedin31455m2$403,500(last sale price)",https://www.realestate.co.nz/property/243-oxford-street-south-dunedin-dunedin-city-otago/s2nkr72r
113,6,"Last sold on
      03/04/202580 Greenock Street, Kaikorai41506m2$515,000(last sale price)",https://www.realestate.co.nz/property/80-greenock-street-kaikorai-dunedin-city-otago/y20r9mhr
114,6,"Last sold on
      03/04/2025188 Signal Hill Road, Opoho31744m2$660,000(last sale price)",https://www.realestate.co.nz/property/188-signal-hill-road-opoho-dunedin-city-otago/k7s8mx7q
115,6,"Last sold on
      03/04/202541 Gordon Road, Mosgiel311012m2$750,000(last sale price)",https://www.realestate.co.nz/property/41-gordon-road-mosgiel-dunedin-city-otago/6gylgjls
116,6,"Last sold on
      03/04/202525 Forth Street, Mosgiel31483m2$580,000(last sale price)",https://www.realestate.co.nz/property/25-forth-street-mosgiel-dunedin-city-otago/tpg4p5js
117,6,"Last sold on
      03/04/202526 Whitby Street, Mornington31373m2$486,000(last sale price)",https://www.realestate.co.nz/property/26-whitby-street-mornington-dunedin-city-otago/lj8s48kr
118,6,"Last sold on
      03/04/20256C Berwick Street, Mosgiel22220m2$665,000(last sale price)",https://www.realestate.co.nz/property/6c-berwick-street-mosgiel-dunedin-city-otago/qj8sD8Cbl
119,6,"Last sold on
      03/04/202512 Silverdale Place, Mosgiel730m2$408,000(last sale price)",https://www.realestate.co.nz/property/12-silverdale-place-mosgiel-dunedin-city-otago/rQbPNpNXk
120,7,"Last sold on
      03/04/202539 Paterson Road, Mosgiel9255m2$700,000(last sale price)",https://www.realestate.co.nz/property/39-paterson-road-mosgiel-dunedin-city-otago/l6sd0lcs
121,7,"Last sold on
      03/04/2025136 Morris Road, Fairfield311.11ha$780,000(last sale price)",https://www.realestate.co.nz/property/136-morris-road-fairfield-dunedin-city-otago/r9msqgfs
122,7,"Last sold on
      03/04/202519 Rona Street, Saint Kilda31612m2$405,000(last sale price)",https://www.realestate.co.nz/property/19-rona-street-saint-kilda-dunedin-city-otago/r2sxfc4r
123,7,"Last sold on
      02/04/20254 Hawthorn Avenue, Mornington31463m2$438,000(last sale price)",https://www.realestate.co.nz/property/4-hawthorn-avenue-mornington-dunedin-city-otago/xqykl0kr
124,7,"Last sold on
      02/04/20252 Clifford Street, Dalmore31681m2$620,000(last sale price)",https://www.realestate.co.nz/property/2-clifford-street-dalmore-dunedin-city-otago/v0ntgm9q
125,7,"Last sold on
      02/04/202531B Woodland Avenue, Mosgiel31442m2$730,000(last sale price)",https://www.realestate.co.nz/property/31b-woodland-avenue-mosgiel-dunedin-city-otago/59y3rxks
126,7,"Last sold on
      02/04/202520 Turner Street, Halfway Bush31673m2$612,000(last sale price)",https://www.realestate.co.nz/property/20-turner-street-halfway-bush-dunedin-city-otago/s486yhcr
127,7,"Last sold on
      02/04/202531 Forfar Street, Mosgiel31$525,000(last sale price)",https://www.realestate.co.nz/property/31-forfar-street-mosgiel-dunedin-city-otago/myyn25ls
128,7,"Last sold on
      02/04/202517 Wakari Road, Halfway Bush311836m2$605,000(last sale price)",https://www.realestate.co.nz/property/17-wakari-road-halfway-bush-dunedin-city-otago/1hgxv9br
129,7,"Last sold on
      02/04/202545 Cockerell Street, Brockville21647m2$482,500(last sale price)",https://www.realestate.co.nz/property/45-cockerell-street-brockville-dunedin-city-otago/952zwsjr
130,7,"Last sold on
      02/04/202518 Stewart Street, Waikouaiti21864m2$337,000(last sale price)",https://www.realestate.co.nz/property/18-stewart-street-waikouaiti-dunedin-city-otago/5clsz53q
131,7,"Last sold on
      02/04/20256 Quarry Road, Green Island31517m2$480,000(last sale price)",https://www.realestate.co.nz/property/6-quarry-road-green-island-dunedin-city-otago/pkmwb09r
132,7,"Last sold on
      01/04/2025149 Taieri Road, Kaikorai31266m2$583,000(last sale price)",https://www.realestate.co.nz/property/149-taieri-road-kaikorai-dunedin-city-otago/4snqzfhr
133,7,"Last sold on
      01/04/2025280 Main South Road, Green Island3411m2$475,000(last sale price)",https://www.realestate.co.nz/property/280-main-south-road-green-island-dunedin-city-otago/tz10wnbs
134,7,"Last sold on
      01/04/202533 District Road, Roseneath311012m2$650,000(last sale price)",https://www.realestate.co.nz/property/33-district-road-roseneath-dunedin-city-otago/q80z4h5q
135,7,"Last sold on
      31/03/202521A Quarry Road, Green Island31544m2$585,000(last sale price)",https://www.realestate.co.nz/property/21a-quarry-road-green-island-dunedin-city-otago/d4ywx19r
136,7,"Last sold on
      31/03/202537 Green Street, Mosgiel32697m2$675,000(last sale price)",https://www.realestate.co.nz/property/37-green-street-mosgiel-dunedin-city-otago/3bzzd7hs
137,7,"Last sold on
      31/03/202518 Ross Street, Mosgiel31699m2$650,000(last sale price)",https://www.realestate.co.nz/property/18-ross-street-mosgiel-dunedin-city-otago/vzxn6jjs
138,7,"Last sold on
      31/03/202544 David Street, Caversham2355m2$500,000(last sale price)",https://www.realestate.co.nz/property/44-david-street-caversham-dunedin-city-otago/dwfqJ6WYk
139,7,"Last sold on
      31/03/2025138 Bull Creek Road, Henley7.93ha$1,320,000(last sale price)",https://www.realestate.co.nz/property/138-bull-creek-road-henley-dunedin-city-otago/7cb2lyhs
140,8,"Last sold on
      31/03/202518 Parklands Avenue, Mosgiel2$680,000(last sale price)",https://www.realestate.co.nz/property/18-parklands-avenue-mosgiel-dunedin-city-otago/hgxv97ms
141,8,"Last sold on
      31/03/202523C Cargill Street, Dunedin Central53$857,500(last sale price)",https://www.realestate.co.nz/property/23c-cargill-street-dunedin-central-dunedin-city-otago/6t8hkdbv
142,8,"Last sold on
      31/03/202523A Cargill Street, Dunedin Central53$857,500(last sale price)",https://www.realestate.co.nz/property/23a-cargill-street-dunedin-central-dunedin-city-otago/wsplhdbv
143,8,"Last sold on
      31/03/202538 Severn Street, Green Island21492m2$720,000(last sale price)",https://www.realestate.co.nz/property/38-severn-street-green-island-dunedin-city-otago/w7hprq0y
144,8,"Last sold on
      31/03/202523B Cargill Street, Dunedin Central53$855,000(last sale price)",https://www.realestate.co.nz/property/23b-cargill-street-dunedin-central-dunedin-city-otago/19gkjdbv
145,8,"Last sold on
      31/03/2025291 Gladstone Road North, Mosgiel52974m2$990,000(last sale price)",https://www.realestate.co.nz/property/291-gladstone-road-north-mosgiel-dunedin-city-otago/3vdrwt9v
146,8,"Last sold on
      31/03/202549 Canongate, Dunedin Central11255m2$299,000(last sale price)",https://www.realestate.co.nz/property/49-canongate-dunedin-central-dunedin-city-otago/vmq3sspr
147,8,"Last sold on
      31/03/202551 Magdala Street, Tainui32254m2$511,000(last sale price)",https://www.realestate.co.nz/property/51-magdala-street-tainui-dunedin-city-otago/r8r8r8wr
